id,project,bug,verdict,note,similarity,num_turns,total_cost_usd,wallclock_s,agent_s,patch_added_lines,patch_removed_lines,input_tokens,output_tokens,cache_read_input_tokens
JacksonDatabind-64,JacksonDatabind,64,PLAUSIBLE,all developer tests pass,same-files,13,0.2083172,224,106,14,1,26,5662,304716
JacksonDatabind-66,JacksonDatabind,66,PLAUSIBLE,all developer tests pass,same-files,44,0.8144211999999998,425,286,10,2,84,16168,2080591
JacksonDatabind-67,JacksonDatabind,67,PLAUSIBLE,all developer tests pass,identical,12,0.1914052,217,73,3,2,24,2672,318911
JacksonDatabind-68,JacksonDatabind,68,PLAUSIBLE,all developer tests pass,same-files,26,0.6022174,388,232,16,0,52,17685,1095522
JacksonDatabind-69,JacksonDatabind,69,PLAUSIBLE,all developer tests pass,same-files,30,0.5574428000000001,367,238,11,6,56,14605,1135864
JacksonDatabind-70,JacksonDatabind,70,PLAUSIBLE,all developer tests pass,same-files,6,0.12263940000000001,193,65,3,3,12,1765,136572
JacksonDatabind-71,JacksonDatabind,71,PLAUSIBLE,all developer tests pass,identical,11,0.1224094,217,71,1,1,22,1880,221842
JacksonDatabind-72,JacksonDatabind,72,PLAUSIBLE,all developer tests pass,same-files,10,0.1154084,178,65,4,1,18,2079,178257
JacksonDatabind-73,JacksonDatabind,73,PLAUSIBLE,all developer tests pass,same-files,31,0.5767549999999998,384,230,11,3,62,15698,1159795
JacksonDatabind-74,JacksonDatabind,74,PLAUSIBLE,all developer tests pass,same-files,11,0.1419938,178,78,9,0,20,2809,217424
JacksonDatabind-75,JacksonDatabind,75,PLAUSIBLE,all developer tests pass,identical,17,0.22835980000000003,250,99,6,5,30,4844,399064
JacksonDatabind-76,JacksonDatabind,76,PLAUSIBLE,all developer tests pass,same-files,12,0.2948112,266,140,17,1,24,6981,402746
JacksonDatabind-77,JacksonDatabind,77,PLAUSIBLE,all developer tests pass,same-files,20,0.24925300000000003,268,121,43,1,40,6570,472250
JacksonDatabind-78,JacksonDatabind,78,PLAUSIBLE,all developer tests pass,same-files,16,0.20917159999999999,262,104,30,0,32,4640,372883
JacksonDatabind-79,JacksonDatabind,79,PLAUSIBLE,all developer tests pass,different,49,1.0393013999999998,585,440,2,1,98,25982,2352907
JacksonDatabind-80,JacksonDatabind,80,PLAUSIBLE,all developer tests pass,same-files,10,0.11278800000000003,252,72,3,1,18,2005,178260
JacksonDatabind-81,JacksonDatabind,81,PLAUSIBLE,all developer tests pass,same-files,23,0.3332368,318,147,28,7,46,8445,650714
JacksonDatabind-82,JacksonDatabind,82,PLAUSIBLE,all developer tests pass,identical,18,0.2393422,353,204,1,1,36,3070,485081
JacksonDatabind-83,JacksonDatabind,83,PLAUSIBLE,all developer tests pass,identical,10,0.14170779999999997,199,71,0,2,18,2333,209119
JacksonDatabind-84,JacksonDatabind,84,PLAUSIBLE,all developer tests pass,same-files,20,0.45957019999999993,291,144,15,0,38,8388,843291
JacksonDatabind-85,JacksonDatabind,85,PLAUSIBLE,all developer tests pass,same-files,14,0.1820332,243,91,12,3,28,4131,313466
JacksonDatabind-86,JacksonDatabind,86,PLAUSIBLE,all developer tests pass,same-files,11,0.13513679999999997,220,73,5,0,22,2192,233654
JacksonDatabind-87,JacksonDatabind,87,PLAUSIBLE,all developer tests pass,same-files,15,0.2668184,275,115,12,9,30,7240,428677
JacksonDatabind-88,JacksonDatabind,88,PLAUSIBLE,all developer tests pass,same-files,14,0.1754252,182,91,4,0,26,3473,305481
JacksonDatabind-90,JacksonDatabind,90,PLAUSIBLE,all developer tests pass,different,13,0.18371400000000002,238,77,1,1,26,2519,309170
JacksonDatabind-91,JacksonDatabind,91,PLAUSIBLE,all developer tests pass,same-files,9,0.150019,249,76,9,1,18,2430,198855
JacksonDatabind-92,JacksonDatabind,92,PLAUSIBLE,all developer tests pass,same-files,10,0.11534019999999999,212,63,2,0,20,1806,197801
JacksonDatabind-93,JacksonDatabind,93,PLAUSIBLE,all developer tests pass,same-files,9,0.12154779999999998,197,72,2,2,18,2252,185239
JacksonDatabind-94,JacksonDatabind,94,PLAUSIBLE,all developer tests pass,same-files,12,0.1504974,192,81,6,6,24,2980,253077
JacksonDatabind-95,JacksonDatabind,95,PLAUSIBLE,all developer tests pass,different,16,0.20691500000000002,264,101,5,1,32,4293,386720
JacksonDatabind-96,JacksonDatabind,96,PLAUSIBLE,all developer tests pass,identical,14,0.23131580000000002,311,109,1,2,28,3785,400984
JacksonDatabind-97,JacksonDatabind,97,PLAUSIBLE,all developer tests pass,identical,8,0.09759079999999999,274,77,1,1,16,1410,148969
JacksonDatabind-98,JacksonDatabind,98,PLAUSIBLE,all developer tests pass,same-files,11,0.182617,192,96,9,1,22,2958,282235
JacksonDatabind-99,JacksonDatabind,99,PLAUSIBLE,all developer tests pass,identical,5,0.07641420000000002,218,65,1,0,10,723,86561
JacksonDatabind-100,JacksonDatabind,100,PLAUSIBLE,all developer tests pass,same-files,12,0.1259748,291,83,3,0,24,2164,236159
JacksonDatabind-101,JacksonDatabind,101,PLAUSIBLE,all developer tests pass,same-files,13,0.2116408,337,134,0,1,26,6432,296689
JacksonDatabind-102,JacksonDatabind,102,PLAUSIBLE,all developer tests pass,identical,12,0.1518272,288,86,0,3,22,2157,253141
JacksonDatabind-103,JacksonDatabind,103,PLAUSIBLE,all developer tests pass,different,11,0.1881154,302,104,6,0,22,3858,279527
JacksonDatabind-104,JacksonDatabind,104,PLAUSIBLE,all developer tests pass,same-files,17,0.3190898000000001,376,181,19,12,34,6263,592424
JacksonDatabind-105,JacksonDatabind,105,PLAUSIBLE,all developer tests pass,identical,23,0.2237766,322,167,5,1,40,4689,464493
JacksonDatabind-106,JacksonDatabind,106,PLAUSIBLE,all developer tests pass,same-files,26,0.34571840000000004,676,491,6,0,52,4936,814767
JacksonDatabind-107,JacksonDatabind,107,PLAUSIBLE,all developer tests pass,same-files,12,0.18429920000000002,214,96,5,3,20,3244,262006
JacksonDatabind-108,JacksonDatabind,108,PLAUSIBLE,all developer tests pass,same-files,18,0.20681760000000002,356,155,6,2,34,3391,421343
JacksonDatabind-109,JacksonDatabind,109,PLAUSIBLE,all developer tests pass,different,27,0.35834959999999993,600,403,27,14,54,8761,758703
JacksonDatabind-110,JacksonDatabind,110,PLAUSIBLE,all developer tests pass,same-files,13,0.1651822,207,103,11,3,26,3795,287771
JacksonDatabind-111,JacksonDatabind,111,PLAUSIBLE,all developer tests pass,same-files,33,0.5671214,399,204,19,7,66,12587,1277962
JacksonDatabind-112,JacksonDatabind,112,PLAUSIBLE,all developer tests pass,same-files,18,0.2454802,299,108,4,3,32,4666,455091
JacksonXml-1,JacksonXml,1,PLAUSIBLE,all developer tests pass,identical,24,0.7111201999999999,302,248,12,6,44,22128,1146036
JacksonXml-2,JacksonXml,2,PLAUSIBLE,all developer tests pass,same-files,16,0.3038132,140,105,21,2,32,8398,470786
JacksonXml-3,JacksonXml,3,PLAUSIBLE,all developer tests pass,same-files,8,0.1644724,79,42,1,1,16,2703,180402
JacksonXml-4,JacksonXml,4,PLAUSIBLE,all developer tests pass,identical,8,0.10309719999999999,65,28,5,1,14,1404,138261
JacksonXml-5,JacksonXml,5,PLAUSIBLE,all developer tests pass,identical,11,0.15620740000000002,93,53,1,1,20,3321,226582
JacksonXml-6,JacksonXml,6,PLAUSIBLE,all developer tests pass,same-files,33,0.4945362,329,286,36,8,66,10721,1136001
Jsoup-1,Jsoup,1,PLAUSIBLE,all developer tests pass,same-files,15,0.2031602,86,69,4,3,30,4847,346041
Jsoup-2,Jsoup,2,PLAUSIBLE,all developer tests pass,same-files,8,0.105034,46,26,3,1,16,1429,155180
Jsoup-3,Jsoup,3,PLAUSIBLE,all developer tests pass,same-files,29,1.518204,776,755,73,7,58,68599,2070215
Jsoup-4,Jsoup,4,PLAUSIBLE,all developer tests pass,identical,13,0.3089394,70,52,3,3,26,3275,522912
Jsoup-5,Jsoup,5,PLAUSIBLE,all developer tests pass,same-files,11,0.2610466,132,115,6,3,22,9597,255988
Jsoup-6,Jsoup,6,PLAUSIBLE,all developer tests pass,same-files,6,0.09194760000000002,47,25,3,3,12,1593,113273
Jsoup-7,Jsoup,7,PLAUSIBLE,all developer tests pass,identical,18,0.492079,213,193,23,1,36,16187,721305
Jsoup-8,Jsoup,8,PLAUSIBLE,all developer tests pass,same-files,7,0.0818508,40,21,5,1,14,1229,122829
Jsoup-9,Jsoup,9,PLAUSIBLE,all developer tests pass,same-files,12,0.28624360000000004,75,54,2,2,24,3616,450663
Jsoup-10,Jsoup,10,PLAUSIBLE,all developer tests pass,identical,7,0.0886936,44,23,2,0,14,1572,124713
Jsoup-11,Jsoup,11,PLAUSIBLE,all developer tests pass,same-files,11,0.28066139999999995,122,103,13,2,22,8267,360277
Jsoup-12,Jsoup,12,PLAUSIBLE,all developer tests pass,different,17,0.30879059999999997,122,101,11,3,34,8563,504833
Jsoup-13,Jsoup,13,PLAUSIBLE,all developer tests pass,identical,10,0.15458200000000002,48,32,5,0,20,2245,245170
Jsoup-14,Jsoup,14,PLAUSIBLE,all developer tests pass,different,26,0.6917931999999999,277,258,17,3,52,21346,1181611
Jsoup-15,Jsoup,15,PLAUSIBLE,all developer tests pass,identical,28,0.366303,133,115,1,1,56,8185,821670
Jsoup-16,Jsoup,16,PLAUSIBLE,all developer tests pass,identical,12,0.1297774,57,35,4,2,22,2389,225547
Jsoup-17,Jsoup,17,PLAUSIBLE,all developer tests pass,same-files,15,0.13779919999999998,58,42,1,1,30,2913,283846
Jsoup-18,Jsoup,18,PLAUSIBLE,all developer tests pass,same-files,9,0.12607680000000002,48,28,3,1,18,1572,200584
Jsoup-19,Jsoup,19,PLAUSIBLE,all developer tests pass,identical,11,0.14877900000000002,70,50,2,0,22,3739,222015
Jsoup-20,Jsoup,20,PLAUSIBLE,all developer tests pass,same-files,9,0.1059682,42,26,2,0,18,1783,172331
Jsoup-21,Jsoup,21,PLAUSIBLE,all developer tests pass,identical,43,2.1328413999999998,1106,1091,21,9,86,88177,3603602
Jsoup-22,Jsoup,22,PLAUSIBLE,all developer tests pass,different,22,0.26016680000000003,86,67,22,2,44,4164,583054
Jsoup-23,Jsoup,23,PLAUSIBLE,all developer tests pass,identical,9,0.10578619999999997,47,29,19,1,18,1792,171381
Jsoup-24,Jsoup,24,PLAUSIBLE,all developer tests pass,identical,12,0.167098,66,46,1,2,24,3629,271465
Jsoup-25,Jsoup,25,PLAUSIBLE,all developer tests pass,identical,6,0.07128219999999999,33,18,1,1,12,959,100881
Jsoup-26,Jsoup,26,PLAUSIBLE,all developer tests pass,same-files,10,0.15047420000000003,58,42,3,1,20,2772,224526
Jsoup-27,Jsoup,27,PLAUSIBLE,all developer tests pass,same-files,11,0.133667,52,35,9,2,22,2381,233125
Jsoup-28,Jsoup,28,PLAUSIBLE,all developer tests pass,different,15,0.2696184,106,87,8,10,30,6867,441097
Jsoup-29,Jsoup,29,PLAUSIBLE,all developer tests pass,identical,8,0.08174940000000001,41,22,2,1,16,1190,137907
Jsoup-30,Jsoup,30,PLAUSIBLE,all developer tests pass,same-files,6,0.08652919999999999,34,19,2,0,12,1123,110201
Jsoup-31,Jsoup,31,PLAUSIBLE,all developer tests pass,same-files,19,0.2476958,98,80,10,2,38,6187,471674
Jsoup-32,Jsoup,32,PLAUSIBLE,all developer tests pass,same-files,8,0.0857426,41,25,1,0,16,1315,140063
Jsoup-33,Jsoup,33,PLAUSIBLE,all developer tests pass,different,18,0.24334319999999998,103,84,2,0,36,6017,449546
Jsoup-34,Jsoup,34,PLAUSIBLE,all developer tests pass,same-files,9,0.125659,52,36,3,2,18,2608,186840
Jsoup-35,Jsoup,35,PLAUSIBLE,all developer tests pass,same-files,25,0.32887560000000005,125,106,2,2,50,7389,685368
Jsoup-36,Jsoup,36,PLAUSIBLE,all developer tests pass,same-files,18,0.2910766,109,90,10,2,36,7165,505968
Jsoup-37,Jsoup,37,PLAUSIBLE,all developer tests pass,identical,13,0.1563376,58,43,1,1,26,2770,273058
Jsoup-38,Jsoup,38,PLAUSIBLE,all developer tests pass,same-files,13,0.1354718,56,37,3,0,26,2415,259684
Jsoup-39,Jsoup,39,PLAUSIBLE,all developer tests pass,identical,5,0.0825396,43,23,1,0,8,1366,70403
Jsoup-40,Jsoup,40,PLAUSIBLE,all developer tests pass,same-files,7,0.0934306,40,22,1,1,14,1024,135973
Jsoup-41,Jsoup,41,PLAUSIBLE,all developer tests pass,same-files,9,0.0984682,51,25,1,1,18,1356,167756
Jsoup-42,Jsoup,42,PLAUSIBLE,all developer tests pass,same-files,12,0.1352962,53,30,2,1,20,2075,221511
Jsoup-43,Jsoup,43,PLAUSIBLE,all developer tests pass,identical,9,0.1008056,48,27,1,1,18,1373,172418
Jsoup-44,Jsoup,44,PLAUSIBLE,all developer tests pass,same-files,59,1.1325824000000002,393,371,3,8,118,28880,2758727
Jsoup-45,Jsoup,45,PLAUSIBLE,all developer tests pass,same-files,8,0.0917004,53,28,1,1,16,1554,142432
Jsoup-46,Jsoup,46,PLAUSIBLE,all developer tests pass,same-files,8,0.10885719999999999,55,33,3,1,16,1695,159681
Jsoup-47,Jsoup,47,PLAUSIBLE,all developer tests pass,identical,7,0.0918402,49,26,1,1,14,1519,126691
Jsoup-48,Jsoup,48,PLAUSIBLE,all developer tests pass,same-files,7,0.09035460000000002,40,20,1,1,14,1139,127633
Jsoup-49,Jsoup,49,PLAUSIBLE,all developer tests pass,identical,16,0.29621020000000003,137,116,1,1,32,8700,454461
Jsoup-50,Jsoup,50,PLAUSIBLE,all developer tests pass,same-files,11,0.1954144,88,67,40,9,22,6290,256497
Jsoup-51,Jsoup,51,PLAUSIBLE,all developer tests pass,identical,10,0.12996400000000002,46,28,1,1,20,1626,220340
Jsoup-52,Jsoup,52,PLAUSIBLE,all developer tests pass,different,38,0.6805348000000002,207,190,25,20,76,16120,1571579
Jsoup-53,Jsoup,53,PLAUSIBLE,all developer tests pass,same-files,10,0.12247379999999997,58,39,14,6,20,2848,192579
Jsoup-54,Jsoup,54,PLAUSIBLE,all developer tests pass,same-files,7,0.09741580000000001,45,26,1,0,12,1751,115829
Jsoup-55,Jsoup,55,PLAUSIBLE,all developer tests pass,identical,7,0.0836952,44,22,1,0,14,1190,123866
Jsoup-56,Jsoup,56,PLAUSIBLE,all developer tests pass,same-files,22,0.31609840000000006,126,105,16,8,44,8419,607982
Jsoup-57,Jsoup,57,PLAUSIBLE,all developer tests pass,identical,5,0.06724899999999999,38,17,1,1,10,949,82510
Jsoup-58,Jsoup,58,PLAUSIBLE,all developer tests pass,same-files,24,0.3557546000000001,133,112,26,2,48,8550,744333
Jsoup-59,Jsoup,59,PLAUSIBLE,all developer tests pass,identical,9,0.13460740000000002,51,30,2,0,18,1913,208817
Jsoup-60,Jsoup,60,PLAUSIBLE,all developer tests pass,same-files,23,0.5125612,195,176,7,0,46,14285,959126
Jsoup-61,Jsoup,61,PLAUSIBLE,all developer tests pass,identical,20,0.2272152,92,71,1,1,40,5086,474581
Jsoup-62,Jsoup,62,PLAUSIBLE,all developer tests pass,identical,15,0.2003478,86,63,1,1,30,4162,353464
Jsoup-63,Jsoup,63,PLAUSIBLE,all developer tests pass,same-files,44,0.8235024,269,248,8,4,88,19656,1957077
Jsoup-64,Jsoup,64,PLAUSIBLE,all developer tests pass,identical,11,0.1533026,67,42,1,1,22,2863,248398
Jsoup-65,Jsoup,65,PLAUSIBLE,all developer tests pass,same-files,47,1.3070490000000003,459,440,113,4,94,35649,2994870
Jsoup-66,Jsoup,66,PLAUSIBLE,all developer tests pass,same-files,31,0.38684460000000004,152,132,2,1,60,9701,837723
Jsoup-67,Jsoup,67,TEST_FAIL,3 relevant test(s) still failing,,45,1.6072145999999998,952,915,28,0,90,62865,2795138
Jsoup-68,Jsoup,68,PLAUSIBLE,all developer tests pass,identical,16,0.264924,106,84,1,4,32,6280,454615
Jsoup-69,Jsoup,69,PLAUSIBLE,all developer tests pass,different,25,0.3022782,118,100,35,0,48,7526,624031
Jsoup-70,Jsoup,70,PLAUSIBLE,all developer tests pass,same-files,7,0.08428859999999999,49,26,4,5,14,1369,122473
Jsoup-71,Jsoup,71,PLAUSIBLE,all developer tests pass,identical,28,0.44628499999999993,129,106,48,0,56,7900,1054190
Jsoup-72,Jsoup,72,PLAUSIBLE,all developer tests pass,same-files,8,0.1126998,55,30,2,0,16,1730,165014
Jsoup-73,Jsoup,73,PLAUSIBLE,all developer tests pass,same-files,13,0.21624320000000002,86,68,19,2,24,4025,350431
Jsoup-74,Jsoup,74,PLAUSIBLE,all developer tests pass,same-files,10,0.11446599999999998,57,36,4,2,20,2041,192610
Jsoup-75,Jsoup,75,PLAUSIBLE,all developer tests pass,same-files,8,0.09374479999999999,54,27,1,1,16,1750,144234
Jsoup-76,Jsoup,76,PLAUSIBLE,all developer tests pass,identical,15,0.17754820000000004,80,59,2,0,30,3844,330386
Jsoup-77,Jsoup,77,PLAUSIBLE,all developer tests pass,same-files,6,0.0837858,44,22,1,1,12,1049,108689
Jsoup-78,Jsoup,78,PLAUSIBLE,all developer tests pass,identical,12,0.17004940000000004,68,47,5,0,24,3188,284397
Jsoup-79,Jsoup,79,PLAUSIBLE,all developer tests pass,same-files,9,0.10030239999999999,55,28,2,1,16,1688,150137
Jsoup-80,Jsoup,80,PLAUSIBLE,all developer tests pass,same-files,9,0.14166720000000002,74,49,2,1,18,3503,190731
Jsoup-81,Jsoup,81,PLAUSIBLE,all developer tests pass,identical,12,0.16021200000000002,64,43,6,0,24,2780,275970
Jsoup-82,Jsoup,82,PLAUSIBLE,all developer tests pass,same-files,8,0.11846659999999999,53,30,6,1,16,1662,168758
Jsoup-83,Jsoup,83,PLAUSIBLE,all developer tests pass,same-files,15,0.2647824,131,108,32,3,30,8629,396162
Jsoup-84,Jsoup,84,PLAUSIBLE,all developer tests pass,same-files,13,0.197793,84,65,4,1,26,4234,309585
Jsoup-85,Jsoup,85,PLAUSIBLE,all developer tests pass,same-files,6,0.086335,49,23,1,1,12,1226,109550
Jsoup-86,Jsoup,86,PLAUSIBLE,all developer tests pass,identical,5,0.0699862,45,21,1,1,10,832,85246
Jsoup-87,Jsoup,87,PLAUSIBLE,all developer tests pass,same-files,42,0.690056,226,200,65,55,84,15006,1645045
Jsoup-88,Jsoup,88,PLAUSIBLE,all developer tests pass,identical,7,0.09503339999999999,45,21,1,1,14,1073,137947
Jsoup-89,Jsoup,89,PLAUSIBLE,all developer tests pass,identical,5,0.077172,47,18,2,1,10,916,89275
Jsoup-90,Jsoup,90,PLAUSIBLE,all developer tests pass,identical,6,0.07813080000000003,51,23,2,0,12,1254,104349
Jsoup-91,Jsoup,91,PLAUSIBLE,all developer tests pass,different,54,1.0564834,332,307,16,1,98,24748,2674252
Jsoup-92,Jsoup,92,PLAUSIBLE,all developer tests pass,same-files,36,0.6154593999999998,191,161,38,2,70,12202,1465467
Jsoup-93,Jsoup,93,PLAUSIBLE,all developer tests pass,same-files,9,0.1155128,52,29,4,0,16,1672,164544
JxPath-1,JxPath,1,PLAUSIBLE,all developer tests pass,same-files,47,0.8513374,295,277,3,2,92,21732,1969582
JxPath-2,JxPath,2,PLAUSIBLE,all developer tests pass,same-files,13,0.16624919999999996,74,53,7,0,26,3229,291801
JxPath-3,JxPath,3,PLAUSIBLE,all developer tests pass,different,34,0.6943434,236,215,21,2,66,18811,1381242
JxPath-4,JxPath,4,PLAUSIBLE,all developer tests pass,same-files,26,0.6464447999999999,233,210,75,22,50,15280,1268059
JxPath-5,JxPath,5,PLAUSIBLE,all developer tests pass,same-files,25,0.46003520000000003,205,180,7,3,50,13543,856321
JxPath-6,JxPath,6,PLAUSIBLE,all developer tests pass,same-files,40,0.8351660000000003,277,255,2,3,80,18814,1899655
JxPath-7,JxPath,7,PLAUSIBLE,all developer tests pass,same-files,31,0.4860258,171,147,92,22,54,12172,993824
JxPath-8,JxPath,8,PLAUSIBLE,all developer tests pass,same-files,6,0.0762968,39,21,3,0,12,1048,102849
JxPath-9,JxPath,9,PLAUSIBLE,all developer tests pass,different,45,0.8387059999999998,363,333,96,19,88,25520,1732230
JxPath-10,JxPath,10,PLAUSIBLE,all developer tests pass,same-files,34,0.5629029999999999,197,175,10,0,68,12443,1274410
JxPath-11,JxPath,11,PLAUSIBLE,all developer tests pass,same-files,63,1.1899577999999995,367,343,36,7,122,27294,3110859
JxPath-12,JxPath,12,PLAUSIBLE,all developer tests pass,same-files,14,0.2472726,105,74,4,0,26,5257,378313
JxPath-13,JxPath,13,PLAUSIBLE,all developer tests pass,different,8,0.10903020000000001,65,35,3,0,14,1996,139916
JxPath-14,JxPath,14,PLAUSIBLE,all developer tests pass,same-files,5,0.06357440000000002,45,20,3,0,10,822,80342
JxPath-15,JxPath,15,PLAUSIBLE,all developer tests pass,same-files,12,0.1362694,77,44,5,1,24,2202,250482
JxPath-16,JxPath,16,PLAUSIBLE,all developer tests pass,identical,23,0.3590203999999999,131,104,2,3,46,6846,737742
JxPath-17,JxPath,17,PLAUSIBLE,all developer tests pass,same-files,13,0.261036,86,63,5,1,24,4589,395215
JxPath-18,JxPath,18,PLAUSIBLE,all developer tests pass,same-files,15,0.1989628,78,53,12,2,30,3615,368734
JxPath-19,JxPath,19,PLAUSIBLE,all developer tests pass,same-files,17,0.28069140000000004,94,65,7,5,32,4885,529437
JxPath-20,JxPath,20,PLAUSIBLE,all developer tests pass,same-files,31,0.4742862,197,174,14,3,60,9638,979101
JxPath-21,JxPath,21,PLAUSIBLE,all developer tests pass,same-files,46,0.9680029999999998,264,232,1,1,92,16511,2587705
JxPath-22,JxPath,22,PLAUSIBLE,all developer tests pass,same-files,14,0.2283542,92,59,2,1,28,4104,371586
Lang-1,Lang,1,PLAUSIBLE,all developer tests pass,same-files,13,0.30090360000000005,226,157,9,3,26,11949,353608
Lang-3,Lang,3,PLAUSIBLE,all developer tests pass,same-files,15,0.3288804,221,152,6,3,30,10858,452032
Lang-4,Lang,4,PLAUSIBLE,all developer tests pass,identical,7,0.09105079999999999,124,60,4,4,14,1795,125729
Lang-5,Lang,5,PLAUSIBLE,all developer tests pass,same-files,8,0.11052660000000002,126,67,21,0,12,2947,112893
Lang-6,Lang,6,PLAUSIBLE,all developer tests pass,different,18,0.31474219999999997,217,148,4,6,36,9670,505021
Lang-7,Lang,7,PLAUSIBLE,all developer tests pass,same-files,6,0.08550680000000001,114,49,4,1,12,810,112534
Lang-8,Lang,8,PLAUSIBLE,all developer tests pass,same-files,9,0.1183676,176,77,4,3,18,1932,186573
Lang-9,Lang,9,PLAUSIBLE,all developer tests pass,same-files,14,0.1786422,168,80,3,0,24,3976,281046
Lang-10,Lang,10,PLAUSIBLE,all developer tests pass,identical,21,0.38492380000000004,238,139,0,9,42,8502,771959
Lang-11,Lang,11,PLAUSIBLE,all developer tests pass,same-files,8,0.102084,109,51,4,0,14,1417,140900
Lang-12,Lang,12,PLAUSIBLE,all developer tests pass,same-files,9,0.11491199999999999,123,60,9,1,18,2059,181070
Lang-13,Lang,13,PLAUSIBLE,all developer tests pass,same-files,7,0.08960760000000001,145,56,24,1,14,1635,125593
Lang-14,Lang,14,PLAUSIBLE,all developer tests pass,same-files,7,0.09083459999999997,101,39,3,0,14,1359,127958
Lang-15,Lang,15,PLAUSIBLE,all developer tests pass,same-files,23,1.09652,532,492,6,1,46,44303,1415065
Lang-16,Lang,16,PLAUSIBLE,all developer tests pass,same-files,7,0.0861214,75,33,3,2,14,1063,128362
Lang-17,Lang,17,PLAUSIBLE,all developer tests pass,same-files,6,0.1063892,92,49,5,11,12,3165,108386
Lang-19,Lang,19,PLAUSIBLE,all developer tests pass,same-files,13,0.1936574,119,78,16,7,26,4921,298677
Lang-20,Lang,20,PLAUSIBLE,all developer tests pass,identical,12,0.161554,107,56,2,2,24,2935,281825
Lang-21,Lang,21,PLAUSIBLE,all developer tests pass,identical,5,0.0697598,69,29,1,1,10,879,83424
Lang-22,Lang,22,PLAUSIBLE,all developer tests pass,same-files,9,0.15383259999999999,103,60,1,1,18,3846,198783
Lang-23,Lang,23,PLAUSIBLE,all developer tests pass,same-files,12,0.20423000000000002,162,108,27,0,24,7317,255605
Lang-24,Lang,24,PLAUSIBLE,all developer tests pass,identical,6,0.08769080000000001,62,19,1,1,12,1000,110984
Lang-26,Lang,26,PLAUSIBLE,all developer tests pass,same-files,11,0.12086519999999999,85,46,2,2,22,2256,208886
Lang-27,Lang,27,PLAUSIBLE,all developer tests pass,same-files,8,0.1481538,102,61,6,1,16,3872,175769
Lang-28,Lang,28,PLAUSIBLE,all developer tests pass,same-files,5,0.066457,72,28,6,0,10,867,81300
Lang-29,Lang,29,PLAUSIBLE,all developer tests pass,identical,9,0.0963812,102,50,1,1,18,1181,165761
Lang-30,Lang,30,PLAUSIBLE,all developer tests pass,same-files,19,0.6261026000000001,281,227,39,3,38,23048,838028
Lang-31,Lang,31,PLAUSIBLE,all developer tests pass,same-files,6,0.1088652,94,39,12,1,12,2304,118801
Lang-32,Lang,32,PLAUSIBLE,all developer tests pass,same-files,16,0.20390080000000005,110,68,16,9,32,4160,389709
Lang-33,Lang,33,PLAUSIBLE,all developer tests pass,identical,8,0.0860108,78,31,1,1,16,1128,141609
Lang-34,Lang,34,PLAUSIBLE,all developer tests pass,same-files,11,0.19126780000000002,86,47,2,3,22,2029,317169
Lang-35,Lang,35,PLAUSIBLE,all developer tests pass,identical,9,0.10746359999999999,82,40,2,2,18,1804,170383
Lang-36,Lang,36,PLAUSIBLE,all developer tests pass,identical,15,0.23621820000000004,125,82,9,1,30,5333,398481
Lang-37,Lang,37,PLAUSIBLE,all developer tests pass,same-files,8,0.09604599999999999,75,37,15,1,16,1792,144925
Lang-38,Lang,38,PLAUSIBLE,all developer tests pass,same-files,28,0.44328120000000004,240,198,4,0,56,12933,857631
Lang-39,Lang,39,PLAUSIBLE,all developer tests pass,identical,5,0.07630220000000001,74,25,3,0,10,1034,85866
Lang-40,Lang,40,PLAUSIBLE,all developer tests pass,identical,9,0.1150336,100,44,8,1,18,2502,172213
Lang-41,Lang,41,PLAUSIBLE,all developer tests pass,same-files,17,0.21144600000000002,128,83,22,3,34,4255,413570
Lang-42,Lang,42,PLAUSIBLE,all developer tests pass,same-files,7,0.08601280000000001,91,36,9,1,14,1529,122659
Lang-43,Lang,43,PLAUSIBLE,all developer tests pass,identical,20,0.5647516,457,364,1,0,40,25284,671918
Lang-44,Lang,44,PLAUSIBLE,all developer tests pass,same-files,7,0.08461500000000001,91,35,1,0,14,1426,123070
Lang-45,Lang,45,PLAUSIBLE,all developer tests pass,identical,7,0.08812760000000001,77,38,3,0,14,1382,125953
Lang-46,Lang,46,PLAUSIBLE,all developer tests pass,same-files,10,0.1059592,88,52,2,0,20,1979,180011
Lang-47,Lang,47,PLAUSIBLE,all developer tests pass,identical,7,0.09287,72,32,6,0,14,1328,132740
Lang-49,Lang,49,PLAUSIBLE,all developer tests pass,same-files,16,0.20194419999999996,109,71,12,2,32,4618,369081
Lang-50,Lang,50,PLAUSIBLE,all developer tests pass,same-files,10,0.14419520000000002,86,51,9,18,20,2834,221951
Lang-51,Lang,51,PLAUSIBLE,all developer tests pass,same-files,5,0.0753406,61,27,2,1,10,1199,85928
Lang-52,Lang,52,PLAUSIBLE,all developer tests pass,identical,6,0.0898836,65,29,4,0,12,1226,110303
Lang-53,Lang,53,PLAUSIBLE,all developer tests pass,identical,8,0.24464540000000004,170,135,2,2,16,11226,175662
Lang-54,Lang,54,PLAUSIBLE,all developer tests pass,identical,6,0.084605,73,35,3,0,12,1787,103430
Lang-55,Lang,55,PLAUSIBLE,all developer tests pass,identical,5,0.0849542,75,27,2,0,10,1107,91901
