id,project,bug,verdict,excluded,num_actions,num_text_messages,num_unique_actions,num_reads,num_source_reads,num_test_reads,num_searches,num_external_searches,num_edits,num_compile,num_test_runs,num_binary_inspections,num_external_path_refs,num_tmp_path_refs,num_unique_paths,num_unique_source_paths,num_unique_test_paths,num_unique_external_paths,turn_to_first_edit,turn_to_first_test,edits_before_first_test,actions_before_first_edit,longest_no_test_span,has_find_root,has_cache_access,has_binary_inspection
Gson-16,Gson,16,PLAUSIBLE,,5,2,5,1,1,0,1,0,1,1,1,0,0,0,2,1,0,0,3,5,1,2,4,0,0,0
Gson-17,Gson,17,PLAUSIBLE,,8,5,6,1,1,0,3,0,1,1,2,0,0,0,2,1,1,0,3,7,1,2,6,0,0,0
Gson-18,Gson,18,PLAUSIBLE,,18,6,7,2,2,0,11,0,1,1,2,0,2,0,8,5,1,2,14,16,1,13,15,0,0,0
JacksonCore-1,JacksonCore,1,PLAUSIBLE,,13,4,6,3,3,0,5,0,2,1,2,0,0,0,4,3,1,0,7,12,2,6,11,0,0,0
JacksonCore-2,JacksonCore,2,PLAUSIBLE,,28,10,7,8,7,1,10,0,6,1,2,0,1,0,14,11,1,1,16,26,6,15,25,0,0,0
JacksonCore-3,JacksonCore,3,PLAUSIBLE,,12,2,7,2,1,1,4,0,2,1,2,0,6,0,6,1,1,4,6,8,1,5,7,0,0,0
JacksonCore-4,JacksonCore,4,PLAUSIBLE,,8,5,6,1,1,0,3,0,1,1,2,0,0,0,3,2,1,0,5,7,1,4,6,0,0,0
JacksonCore-5,JacksonCore,5,PLAUSIBLE,,3,2,3,0,0,0,0,0,1,0,1,0,1,0,2,1,0,1,2,3,1,1,2,0,0,0
JacksonCore-6,JacksonCore,6,PLAUSIBLE,,7,2,6,1,1,0,2,0,1,1,2,0,0,0,3,2,1,0,4,6,1,3,5,0,0,0
JacksonCore-7,JacksonCore,7,PLAUSIBLE,,11,3,6,1,1,0,7,0,1,1,1,0,0,0,5,4,1,0,9,11,1,8,10,0,0,0
JacksonCore-8,JacksonCore,8,PLAUSIBLE,,12,5,6,2,2,0,6,0,1,1,2,0,0,0,3,2,1,0,9,11,1,8,10,0,0,0
JacksonCore-9,JacksonCore,9,PLAUSIBLE,,13,4,5,3,3,0,6,0,1,1,2,0,6,0,7,3,0,4,9,12,1,8,11,0,0,0
JacksonCore-10,JacksonCore,10,TEST_FAIL,,59,3,12,6,1,2,19,3,3,3,1,1,81,37,41,1,3,19,11,14,2,10,45,1,1,1
JacksonCore-11,JacksonCore,11,PLAUSIBLE,,15,4,6,7,7,0,4,0,1,1,2,0,0,0,2,1,1,0,12,14,1,11,13,0,0,0
JacksonCore-12,JacksonCore,12,PLAUSIBLE,,31,9,7,10,9,1,9,0,6,1,3,0,0,0,6,4,1,0,13,18,3,12,17,0,0,0
JacksonCore-13,JacksonCore,13,PLAUSIBLE,,12,3,6,2,2,0,6,0,1,1,2,0,0,0,5,4,1,0,9,11,1,8,10,0,0,0
JacksonCore-14,JacksonCore,14,PLAUSIBLE,,7,2,6,2,1,1,1,0,1,1,2,0,1,0,3,1,1,1,4,6,1,3,5,0,0,0
JacksonCore-15,JacksonCore,15,PLAUSIBLE,,26,10,7,6,6,0,7,0,9,1,2,0,2,0,9,3,4,2,10,24,9,9,23,0,0,0
JacksonCore-16,JacksonCore,16,PLAUSIBLE,,10,4,6,2,1,1,3,0,2,1,2,0,2,0,4,1,1,2,6,9,2,5,8,0,0,0
JacksonCore-17,JacksonCore,17,PLAUSIBLE,,10,4,5,4,4,0,2,0,1,1,2,0,0,0,2,2,0,0,7,9,1,6,8,0,0,0
JacksonCore-18,JacksonCore,18,PLAUSIBLE,,19,8,6,0,0,0,11,0,4,1,2,0,1,0,7,5,1,1,12,17,4,11,16,0,0,0
JacksonCore-19,JacksonCore,19,PLAUSIBLE,,6,5,4,2,2,0,0,0,1,1,2,0,0,0,1,1,0,0,2,5,1,1,4,0,0,0
JacksonCore-20,JacksonCore,20,PLAUSIBLE,,7,2,6,2,0,2,2,0,1,1,1,0,0,0,4,1,3,0,5,7,1,4,6,0,0,0
JacksonCore-21,JacksonCore,21,PLAUSIBLE,,36,6,12,8,5,3,12,2,5,2,5,0,15,8,27,6,5,10,8,13,4,7,12,1,1,0
JacksonCore-22,JacksonCore,22,PLAUSIBLE,,41,11,10,9,8,1,7,0,12,2,7,0,4,0,9,4,2,2,11,23,11,10,22,0,0,0
JacksonCore-23,JacksonCore,23,PLAUSIBLE,,4,2,3,0,0,0,2,0,1,0,1,0,2,0,3,1,0,2,3,4,1,2,3,0,0,0
JacksonCore-24,JacksonCore,24,PLAUSIBLE,,29,12,9,6,4,2,7,0,6,2,5,0,1,0,11,5,4,1,11,15,3,10,14,0,0,0
JacksonCore-25,JacksonCore,25,PLAUSIBLE,,8,5,5,1,1,0,3,0,1,1,2,0,0,0,2,2,0,0,4,7,1,3,6,0,0,0
JacksonCore-26,JacksonCore,26,PLAUSIBLE,,35,8,7,16,14,2,13,0,1,1,2,0,19,0,18,4,2,12,31,33,1,30,32,0,0,0
JacksonDatabind-1,JacksonDatabind,1,PLAUSIBLE,,9,2,7,2,1,1,3,0,1,1,2,0,3,0,5,2,1,2,6,8,1,5,7,0,0,0
JacksonDatabind-2,JacksonDatabind,2,PLAUSIBLE,,19,5,6,4,4,0,8,0,2,1,4,0,0,0,4,2,1,0,10,13,1,9,12,0,0,0
JacksonDatabind-3,JacksonDatabind,3,PLAUSIBLE,,3,2,3,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,2,3,1,1,2,0,0,0
JacksonDatabind-4,JacksonDatabind,4,PLAUSIBLE,,10,4,5,2,2,0,3,0,2,1,2,0,3,0,5,2,0,3,6,9,2,5,8,0,0,0
JacksonDatabind-5,JacksonDatabind,5,PLAUSIBLE,,11,5,6,4,3,1,3,0,1,1,2,0,3,0,6,2,1,3,8,10,1,7,9,0,0,0
JacksonDatabind-6,JacksonDatabind,6,PLAUSIBLE,,10,4,7,1,1,0,3,0,1,1,3,0,2,0,5,2,1,2,5,7,1,4,6,0,0,0
JacksonDatabind-7,JacksonDatabind,7,PLAUSIBLE,,22,6,7,7,6,1,8,0,2,1,2,0,17,0,12,2,1,9,17,20,2,16,19,0,0,0
JacksonDatabind-8,JacksonDatabind,8,PLAUSIBLE,,14,4,6,2,2,0,7,0,1,1,2,0,2,0,7,4,0,2,10,12,1,9,11,0,0,0
JacksonDatabind-9,JacksonDatabind,9,PLAUSIBLE,,42,7,8,8,8,0,20,2,3,2,2,0,33,13,22,5,0,12,22,40,3,21,39,1,0,0
JacksonDatabind-10,JacksonDatabind,10,PLAUSIBLE,,28,10,9,5,5,0,8,0,6,2,2,0,4,1,15,10,1,3,11,26,6,10,25,0,0,0
JacksonDatabind-11,JacksonDatabind,11,PLAUSIBLE,,20,5,8,9,7,2,5,0,1,1,3,0,2,0,11,7,2,2,15,17,1,14,16,0,0,0
JacksonDatabind-12,JacksonDatabind,12,PLAUSIBLE,,30,3,7,8,8,0,17,0,1,1,2,0,0,0,16,15,1,0,26,28,1,25,27,0,0,0
JacksonDatabind-13,JacksonDatabind,13,PLAUSIBLE,,16,3,9,3,3,0,8,2,1,1,2,1,11,0,10,4,1,5,13,15,1,12,14,1,0,1
JacksonDatabind-14,JacksonDatabind,14,PLAUSIBLE,,38,5,10,9,9,0,17,1,2,2,3,0,12,0,11,3,1,4,31,23,0,30,22,1,0,0
JacksonDatabind-15,JacksonDatabind,15,PLAUSIBLE,,39,12,10,9,8,1,13,1,6,3,3,0,17,8,23,10,2,6,8,18,5,7,17,1,0,0
JacksonDatabind-16,JacksonDatabind,16,PLAUSIBLE,,30,5,8,6,5,1,19,2,1,1,2,0,29,0,16,3,1,12,28,29,1,27,28,1,0,0
JacksonDatabind-17,JacksonDatabind,17,PLAUSIBLE,,12,2,5,4,4,0,5,0,1,1,1,0,5,0,5,2,0,3,10,12,1,9,11,0,0,0
JacksonDatabind-18,JacksonDatabind,18,PLAUSIBLE,,22,4,9,2,1,1,9,4,1,1,3,3,30,8,23,1,1,13,17,19,1,16,18,1,1,1
JacksonDatabind-19,JacksonDatabind,19,PLAUSIBLE,,9,3,6,1,1,0,4,0,1,1,2,0,0,0,2,1,1,0,6,8,1,5,7,0,0,0
JacksonDatabind-20,JacksonDatabind,20,PLAUSIBLE,,31,5,7,1,1,0,20,0,3,2,2,0,29,2,16,2,0,13,20,29,3,19,28,0,0,0
JacksonDatabind-21,JacksonDatabind,21,PLAUSIBLE,,17,7,6,4,4,0,8,0,2,1,2,0,0,0,9,8,1,0,13,16,2,12,15,0,0,0
JacksonDatabind-22,JacksonDatabind,22,PLAUSIBLE,,15,4,6,1,1,0,8,0,2,1,3,0,0,0,3,2,1,0,6,9,1,5,8,0,0,0
JacksonDatabind-23,JacksonDatabind,23,PLAUSIBLE,,18,6,6,1,1,0,8,0,6,1,2,0,0,0,7,6,1,0,10,17,6,9,16,0,0,0
JacksonDatabind-24,JacksonDatabind,24,PLAUSIBLE,,11,3,5,0,0,0,7,0,1,1,2,0,0,0,5,4,1,0,8,10,1,7,9,0,0,0
JacksonDatabind-25,JacksonDatabind,25,PLAUSIBLE,,26,8,7,5,5,0,15,0,2,1,2,0,2,0,16,12,1,2,20,24,2,19,23,0,0,0
JacksonDatabind-26,JacksonDatabind,26,PLAUSIBLE,,27,5,6,5,5,0,17,0,1,1,2,0,20,0,18,4,0,14,22,25,1,21,24,0,0,0
JacksonDatabind-27,JacksonDatabind,27,PLAUSIBLE,,10,3,5,3,3,0,3,0,1,1,2,0,3,0,4,2,0,2,7,9,1,6,8,0,0,0
JacksonDatabind-28,JacksonDatabind,28,PLAUSIBLE,,13,3,5,2,2,0,7,0,1,1,2,0,7,0,7,3,0,4,10,12,1,9,11,0,0,0
JacksonDatabind-29,JacksonDatabind,29,PLAUSIBLE,,31,6,8,2,2,0,23,1,1,1,2,1,33,0,24,2,0,22,27,29,1,26,28,1,1,1
JacksonDatabind-30,JacksonDatabind,30,PLAUSIBLE,,21,5,7,8,8,0,6,0,3,1,2,0,0,0,5,4,1,0,15,19,3,14,18,0,0,0
JacksonDatabind-31,JacksonDatabind,31,PLAUSIBLE,,36,9,11,6,5,1,17,3,6,1,2,1,20,0,12,2,1,8,24,34,6,23,33,1,0,1
JacksonDatabind-32,JacksonDatabind,32,PLAUSIBLE,,13,7,6,0,0,0,7,1,2,1,2,0,10,0,6,1,0,5,5,11,2,4,10,1,0,0
JacksonDatabind-33,JacksonDatabind,33,PLAUSIBLE,,11,4,5,1,0,1,5,0,2,1,2,0,0,0,4,3,1,0,7,10,2,6,9,0,0,0
JacksonDatabind-34,JacksonDatabind,34,PLAUSIBLE,,5,2,5,1,1,0,1,0,1,1,1,0,0,0,2,2,0,0,3,5,1,2,4,0,0,0
JacksonDatabind-35,JacksonDatabind,35,PLAUSIBLE,,11,3,7,2,1,1,4,0,1,1,2,0,6,0,8,1,1,6,7,9,1,6,8,0,0,0
JacksonDatabind-36,JacksonDatabind,36,PLAUSIBLE,,16,7,6,4,0,0,3,0,3,1,3,0,2,0,4,0,0,2,5,8,2,4,7,0,0,0
JacksonDatabind-37,JacksonDatabind,37,PLAUSIBLE,,41,7,8,15,12,2,17,0,3,2,3,0,19,0,26,9,2,14,29,32,2,28,31,0,0,0
JacksonDatabind-38,JacksonDatabind,38,PLAUSIBLE,,29,5,6,13,12,1,7,0,5,1,3,0,0,0,11,10,1,0,17,27,5,16,26,0,0,0
JacksonDatabind-39,JacksonDatabind,39,PLAUSIBLE,,13,4,7,4,3,1,4,0,1,1,2,0,7,0,11,3,1,7,9,11,1,8,10,0,0,0
JacksonDatabind-40,JacksonDatabind,40,PLAUSIBLE,,15,5,7,2,2,0,7,0,2,1,2,0,0,0,7,4,2,0,8,13,2,7,12,0,0,0
JacksonDatabind-41,JacksonDatabind,41,PLAUSIBLE,,8,2,6,2,1,1,2,0,1,1,2,0,2,0,4,1,1,2,5,7,1,4,6,0,0,0
JacksonDatabind-42,JacksonDatabind,42,PLAUSIBLE,,8,4,5,1,1,0,3,0,1,1,2,0,3,0,3,1,0,2,4,7,1,3,6,0,0,0
JacksonDatabind-43,JacksonDatabind,43,PLAUSIBLE,,9,4,6,2,1,1,1,0,3,1,2,0,1,0,3,1,1,1,4,8,3,3,7,0,0,0
JacksonDatabind-44,JacksonDatabind,44,PLAUSIBLE,,52,11,11,8,8,0,18,1,7,3,5,0,18,19,23,12,1,4,15,17,1,14,28,1,0,0
JacksonDatabind-45,JacksonDatabind,45,PLAUSIBLE,,21,3,12,4,1,3,7,2,1,1,3,1,18,0,13,2,3,7,19,6,0,18,13,1,0,1
JacksonDatabind-46,JacksonDatabind,46,PLAUSIBLE,,14,3,9,3,3,0,5,2,1,1,2,0,10,3,13,4,1,7,13,5,0,12,8,1,0,0
JacksonDatabind-47,JacksonDatabind,47,PLAUSIBLE,,11,3,5,2,2,0,5,0,1,1,2,0,5,0,6,2,0,4,8,10,1,7,9,0,0,0
JacksonDatabind-48,JacksonDatabind,48,PLAUSIBLE,,64,9,9,21,14,7,25,0,5,2,4,1,46,2,29,8,2,18,31,33,1,30,32,0,0,1
JacksonDatabind-49,JacksonDatabind,49,PLAUSIBLE,,14,3,10,3,2,1,5,2,1,1,2,1,11,1,13,3,1,8,11,13,1,10,12,1,1,1
JacksonDatabind-50,JacksonDatabind,50,PLAUSIBLE,,89,9,10,19,18,1,45,8,10,2,5,1,83,11,56,9,1,42,36,18,0,35,46,1,1,1
JacksonDatabind-51,JacksonDatabind,51,PLAUSIBLE,,9,5,6,1,1,0,3,0,1,1,2,0,5,0,6,1,0,5,5,7,1,4,6,0,0,0
JacksonDatabind-52,JacksonDatabind,52,PLAUSIBLE,,13,6,7,3,2,1,4,0,2,1,2,0,6,0,9,2,1,6,8,11,2,7,10,0,0,0
JacksonDatabind-53,JacksonDatabind,53,PLAUSIBLE,,21,6,7,7,6,1,9,0,1,1,2,0,14,0,16,4,1,11,17,19,1,16,18,0,0,0
JacksonDatabind-54,JacksonDatabind,54,PLAUSIBLE,,13,3,6,4,4,0,5,0,1,1,2,0,0,0,5,4,1,0,10,12,1,9,11,0,0,0
JacksonDatabind-55,JacksonDatabind,55,PLAUSIBLE,,25,9,6,5,5,0,11,0,5,1,2,0,13,0,12,4,0,8,16,23,5,15,22,0,0,0
JacksonDatabind-56,JacksonDatabind,56,PLAUSIBLE,,7,3,5,1,1,0,3,0,1,0,2,0,0,0,3,2,1,0,5,6,1,4,5,0,0,0
JacksonDatabind-57,JacksonDatabind,57,PLAUSIBLE,,7,3,4,0,0,0,3,0,1,1,2,0,3,0,3,1,0,2,4,6,1,3,5,0,0,0
JacksonDatabind-58,JacksonDatabind,58,PLAUSIBLE,,19,6,7,4,3,1,8,0,3,1,2,0,10,0,8,2,1,5,5,17,3,4,16,0,0,0
JacksonDatabind-59,JacksonDatabind,59,PLAUSIBLE,,77,13,11,3,3,0,46,6,11,4,5,0,72,20,36,5,0,25,19,24,3,18,23,1,1,0
JacksonDatabind-60,JacksonDatabind,60,PLAUSIBLE,,17,7,7,4,2,2,3,0,3,1,3,0,8,0,10,1,2,7,9,14,3,8,13,0,0,0
JacksonDatabind-61,JacksonDatabind,61,PLAUSIBLE,,25,5,9,3,2,1,8,1,4,3,2,0,4,8,14,8,1,2,13,15,1,12,14,1,0,0
JacksonDatabind-62,JacksonDatabind,62,PLAUSIBLE,,47,9,9,13,12,1,17,2,4,4,2,0,24,21,29,7,1,14,27,45,4,26,44,1,0,0
JacksonDatabind-63,JacksonDatabind,63,PLAUSIBLE,,8,3,5,2,2,0,2,0,1,1,2,0,2,0,4,2,0,2,5,7,1,4,6,0,0,0
JacksonDatabind-64,JacksonDatabind,64,PLAUSIBLE,,12,6,6,1,1,0,6,0,1,1,2,0,9,0,8,1,0,7,7,10,1,6,9,0,0,0
JacksonDatabind-66,JacksonDatabind,66,PLAUSIBLE,,21,5,7,2,2,0,12,0,2,1,2,0,13,0,13,2,0,11,16,19,2,15,18,0,0,0
JacksonDatabind-67,JacksonDatabind,67,PLAUSIBLE,,9,4,6,2,1,1,3,0,1,1,2,0,3,0,4,1,1,2,6,8,1,5,7,0,0,0
JacksonDatabind-68,JacksonDatabind,68,PLAUSIBLE,,39,11,9,11,10,1,14,1,2,3,4,0,24,9,19,5,1,10,26,29,1,25,28,1,0,0
JacksonDatabind-69,JacksonDatabind,69,PLAUSIBLE,,45,10,8,7,6,1,25,7,4,2,4,0,37,4,19,4,1,12,20,21,1,19,20,1,1,0
JacksonDatabind-70,JacksonDatabind,70,PLAUSIBLE,,7,3,5,1,1,0,2,0,1,1,2,0,0,0,3,3,0,0,4,6,1,3,5,0,0,0
JacksonDatabind-71,JacksonDatabind,71,PLAUSIBLE,,11,5,5,2,2,0,5,0,1,1,2,0,5,0,6,2,0,4,7,10,1,6,9,0,0,0
JacksonDatabind-72,JacksonDatabind,72,PLAUSIBLE,,11,3,7,3,2,1,4,0,1,1,2,0,0,0,6,4,2,0,8,10,1,7,9,0,0,0
JacksonDatabind-73,JacksonDatabind,73,PLAUSIBLE,,18,5,6,7,6,1,5,0,2,1,3,0,7,0,9,2,1,6,10,16,2,9,15,0,0,0
JacksonDatabind-74,JacksonDatabind,74,PLAUSIBLE,,12,4,7,3,2,1,4,0,2,1,2,0,0,0,5,4,1,0,8,11,2,7,10,0,0,0
JacksonDatabind-75,JacksonDatabind,75,PLAUSIBLE,,21,3,7,6,5,1,7,0,3,1,2,0,10,0,11,5,1,5,16,20,3,15,19,0,0,0
JacksonDatabind-76,JacksonDatabind,76,PLAUSIBLE,,21,4,7,5,4,1,7,0,2,2,3,0,8,0,11,3,1,7,9,11,1,8,10,0,0,0
JacksonDatabind-77,JacksonDatabind,77,PLAUSIBLE,,16,7,8,3,2,1,6,0,3,1,2,0,0,0,6,3,1,0,10,14,3,9,13,0,0,0
JacksonDatabind-78,JacksonDatabind,78,PLAUSIBLE,,21,6,7,5,4,1,9,0,3,1,2,0,16,0,15,2,1,12,15,19,3,14,18,0,0,0
JacksonDatabind-79,JacksonDatabind,79,PLAUSIBLE,,16,4,6,5,4,1,7,0,1,1,2,0,12,0,15,4,1,10,13,15,1,12,14,0,0,0
JacksonDatabind-80,JacksonDatabind,80,PLAUSIBLE,,12,4,6,2,1,1,5,0,2,1,2,0,6,0,7,1,1,5,8,11,2,7,10,0,0,0
JacksonDatabind-81,JacksonDatabind,81,PLAUSIBLE,,22,9,7,6,5,1,7,0,5,1,2,0,8,0,9,2,1,6,10,20,5,9,19,0,0,0
JacksonDatabind-82,JacksonDatabind,82,PLAUSIBLE,,22,9,10,3,2,1,8,1,1,1,2,2,23,2,21,2,1,13,17,20,1,16,19,1,0,1
JacksonDatabind-83,JacksonDatabind,83,PLAUSIBLE,,13,6,6,3,3,0,5,0,1,1,2,0,6,0,7,2,0,5,7,11,1,6,10,0,0,0
JacksonDatabind-84,JacksonDatabind,84,PLAUSIBLE,,20,5,8,8,7,1,6,0,2,1,2,0,8,0,13,8,1,4,15,18,2,14,17,0,0,0
JacksonDatabind-85,JacksonDatabind,85,PLAUSIBLE,,25,6,7,8,3,5,11,0,2,1,2,0,19,0,14,2,1,11,9,23,2,8,22,0,0,0
JacksonDatabind-86,JacksonDatabind,86,PLAUSIBLE,,18,2,7,8,6,2,5,0,1,1,3,0,4,0,12,8,2,2,14,16,1,13,15,0,0,0
JacksonDatabind-87,JacksonDatabind,87,PLAUSIBLE,,16,8,7,2,2,0,3,0,7,1,2,0,1,0,4,2,1,1,5,14,7,4,13,0,0,0
JacksonDatabind-88,JacksonDatabind,88,PLAUSIBLE,,10,2,6,2,1,1,4,0,1,1,2,0,5,0,7,1,1,5,7,9,1,6,8,0,0,0
JacksonDatabind-90,JacksonDatabind,90,PLAUSIBLE,,13,3,7,3,2,1,6,0,1,1,2,0,0,0,6,4,1,0,10,12,1,9,11,0,0,0
JacksonDatabind-91,JacksonDatabind,91,PLAUSIBLE,,30,5,7,10,9,1,15,0,1,1,2,0,25,0,27,6,1,20,25,28,1,24,27,0,0,0
JacksonDatabind-92,JacksonDatabind,92,PLAUSIBLE,,9,3,4,0,0,0,5,0,1,1,2,0,0,0,3,3,0,0,6,8,1,5,7,0,0,0
JacksonDatabind-93,JacksonDatabind,93,PLAUSIBLE,,7,3,5,1,1,0,2,0,1,1,2,0,0,0,3,1,2,0,4,6,1,3,5,0,0,0
JacksonDatabind-94,JacksonDatabind,94,PLAUSIBLE,,10,3,7,1,1,0,3,0,2,1,2,0,0,0,5,3,2,0,6,9,2,5,8,0,0,0
JacksonDatabind-95,JacksonDatabind,95,PLAUSIBLE,,7,4,5,2,2,0,1,0,1,1,2,0,0,0,3,3,0,0,4,6,1,3,5,0,0,0
JacksonDatabind-96,JacksonDatabind,96,PLAUSIBLE,,16,3,6,7,6,1,5,0,1,1,2,0,4,0,6,2,1,3,13,15,1,12,14,0,0,0
JacksonDatabind-97,JacksonDatabind,97,PLAUSIBLE,,8,4,5,3,2,1,2,0,1,0,2,0,3,0,6,2,1,3,6,7,1,5,6,0,0,0
JacksonDatabind-98,JacksonDatabind,98,PLAUSIBLE,,11,4,6,2,1,1,4,0,2,1,2,0,5,0,6,1,1,4,7,10,2,6,9,0,0,0
JacksonDatabind-99,JacksonDatabind,99,PLAUSIBLE,,8,2,5,2,2,0,2,0,1,0,2,0,2,0,4,2,0,2,7,4,0,6,3,0,0,0
JacksonDatabind-100,JacksonDatabind,100,PLAUSIBLE,,35,11,9,4,4,0,20,4,1,2,2,2,42,4,24,3,0,19,30,33,1,29,32,1,1,1
JacksonDatabind-101,JacksonDatabind,101,PLAUSIBLE,,15,4,6,6,5,1,6,0,1,1,1,0,8,0,10,3,1,6,14,15,1,13,14,0,0,0
JacksonDatabind-102,JacksonDatabind,102,PLAUSIBLE,,11,4,6,3,2,1,4,0,1,1,2,0,2,0,6,3,1,2,8,10,1,7,9,0,0,0
JacksonDatabind-103,JacksonDatabind,103,PLAUSIBLE,,17,7,8,4,4,0,7,1,1,1,2,1,18,0,16,3,0,13,13,15,1,12,14,1,1,1
JacksonDatabind-104,JacksonDatabind,104,PLAUSIBLE,,17,7,8,3,3,0,5,0,3,1,3,0,4,0,7,3,1,3,8,13,3,7,12,0,0,0
JacksonDatabind-105,JacksonDatabind,105,PLAUSIBLE,,14,8,6,3,3,0,7,0,1,1,2,0,0,0,7,6,1,0,10,13,1,9,12,0,0,0
JacksonDatabind-106,JacksonDatabind,106,PLAUSIBLE,,47,10,12,1,1,0,21,8,1,2,3,6,50,3,24,3,1,17,42,44,1,41,43,1,1,1
JacksonDatabind-107,JacksonDatabind,107,PLAUSIBLE,,20,4,7,7,6,1,8,0,1,1,2,0,11,0,17,6,1,10,16,18,1,15,17,0,0,0
JacksonDatabind-108,JacksonDatabind,108,PLAUSIBLE,,15,7,7,3,2,1,7,0,1,1,2,0,10,0,7,1,1,5,9,13,1,8,12,0,0,0
JacksonDatabind-109,JacksonDatabind,109,PLAUSIBLE,,19,8,9,4,3,1,6,1,3,2,2,1,12,0,12,3,1,8,12,17,3,11,16,1,1,1
JacksonDatabind-110,JacksonDatabind,110,PLAUSIBLE,,12,5,6,1,1,0,1,0,4,2,2,0,2,0,5,2,1,2,4,10,4,3,9,0,0,0
JacksonDatabind-111,JacksonDatabind,111,PLAUSIBLE,,20,8,6,1,0,0,4,0,7,1,2,0,21,0,22,0,0,14,8,18,7,7,17,0,0,0
JacksonDatabind-112,JacksonDatabind,112,PLAUSIBLE,,19,5,6,6,6,0,7,0,2,1,2,0,8,0,13,5,0,8,13,17,2,12,16,0,0,0
JacksonXml-1,JacksonXml,1,PLAUSIBLE,,30,4,10,10,5,4,9,0,3,1,5,0,2,0,16,4,6,2,10,12,1,9,11,0,0,0
JacksonXml-2,JacksonXml,2,PLAUSIBLE,,14,4,8,4,3,1,4,0,2,1,2,0,2,0,8,4,1,2,9,12,2,8,11,0,0,0
JacksonXml-3,JacksonXml,3,PLAUSIBLE,,14,3,6,7,6,1,3,0,1,1,2,0,0,0,4,3,1,0,11,13,1,10,12,0,0,0
JacksonXml-4,JacksonXml,4,PLAUSIBLE,,6,2,5,1,1,0,2,0,1,1,1,0,2,0,3,1,0,2,4,6,1,3,5,0,0,0
JacksonXml-5,JacksonXml,5,PLAUSIBLE,,7,2,5,1,1,0,3,0,1,1,1,0,2,0,3,1,0,2,5,7,1,4,6,0,0,0
JacksonXml-6,JacksonXml,6,PLAUSIBLE,,34,6,12,3,2,1,11,3,3,1,3,9,50,6,32,3,2,23,24,27,2,23,26,1,1,1
Jsoup-1,Jsoup,1,PLAUSIBLE,,9,1,6,2,2,0,4,0,1,1,1,0,0,0,5,4,1,0,7,9,1,6,8,0,0,0
Jsoup-2,Jsoup,2,PLAUSIBLE,,27,5,11,4,4,0,10,2,1,2,2,0,18,14,24,4,1,11,23,25,1,22,24,1,0,0
Jsoup-3,Jsoup,3,PLAUSIBLE,,42,7,7,10,10,0,15,0,9,2,3,0,20,0,14,3,0,11,17,31,6,16,30,0,0,0
Jsoup-4,Jsoup,4,PLAUSIBLE,,11,3,7,3,2,1,2,0,2,1,2,0,1,0,4,2,1,1,5,7,1,4,6,0,0,0
Jsoup-5,Jsoup,5,PLAUSIBLE,,9,4,6,2,2,0,3,0,1,1,2,0,0,0,3,2,1,0,5,8,1,4,7,0,0,0
Jsoup-6,Jsoup,6,PLAUSIBLE,,6,4,5,1,1,0,1,0,1,1,2,0,0,0,2,1,1,0,3,5,1,2,4,0,0,0
Jsoup-7,Jsoup,7,PLAUSIBLE,,41,4,9,2,2,0,24,0,7,2,3,0,0,0,13,7,3,0,12,18,3,11,20,0,0,0
Jsoup-8,Jsoup,8,PLAUSIBLE,,6,3,5,1,1,0,1,0,1,1,2,0,0,0,1,1,0,0,3,5,1,2,4,0,0,0
Jsoup-9,Jsoup,9,PLAUSIBLE,,13,4,7,1,1,0,4,0,2,1,3,0,2,0,4,2,1,1,3,5,1,2,4,0,0,0
Jsoup-10,Jsoup,10,PLAUSIBLE,,7,2,4,0,0,0,4,0,1,0,2,0,0,0,2,1,1,0,5,6,1,4,5,0,0,0
Jsoup-11,Jsoup,11,PLAUSIBLE,,15,6,6,1,1,0,5,0,5,2,2,0,0,0,4,3,1,0,6,14,5,5,13,0,0,0
Jsoup-12,Jsoup,12,PLAUSIBLE,,18,3,6,6,6,0,7,0,2,1,2,0,1,0,5,3,1,1,14,17,2,13,16,0,0,0
Jsoup-13,Jsoup,13,PLAUSIBLE,,9,4,6,2,1,1,3,0,1,1,2,0,0,0,5,3,2,0,6,8,1,5,7,0,0,0
Jsoup-14,Jsoup,14,PLAUSIBLE,,40,12,8,7,7,0,18,0,7,2,4,0,2,0,14,10,1,2,23,27,3,22,26,0,0,0
Jsoup-15,Jsoup,15,PLAUSIBLE,,31,6,10,2,2,0,21,0,1,2,2,0,9,4,19,9,1,7,27,29,1,26,28,0,0,0
Jsoup-16,Jsoup,16,PLAUSIBLE,,9,2,7,2,1,1,2,0,3,1,1,0,1,0,4,2,1,1,5,9,3,4,8,0,0,0
Jsoup-17,Jsoup,17,PLAUSIBLE,,21,5,8,4,4,0,10,0,3,1,2,0,3,0,8,5,1,2,11,20,3,10,19,0,0,0
Jsoup-18,Jsoup,18,PLAUSIBLE,,8,7,6,1,1,0,2,0,2,1,2,0,0,0,3,2,1,0,2,4,1,1,3,0,0,0
Jsoup-19,Jsoup,19,PLAUSIBLE,,8,2,6,1,1,0,3,0,1,1,2,0,0,0,3,2,1,0,5,7,1,4,6,0,0,0
Jsoup-20,Jsoup,20,PLAUSIBLE,,9,4,7,0,0,0,2,0,2,1,2,0,2,0,3,1,1,1,3,8,2,2,7,0,0,0
