id,project,bug,verdict,note,similarity,num_turns,total_cost_usd,wallclock_s,agent_s,patch_added_lines,patch_removed_lines,input_tokens,output_tokens,cache_read_input_tokens
JacksonDatabind-63,JacksonDatabind,63,PLAUSIBLE,all developer tests pass,same-files,9,0.12709979999999999,310,126,2,7,18,2214,192854
JacksonDatabind-64,JacksonDatabind,64,PLAUSIBLE,all developer tests pass,same-files,13,0.1936972,209,93,15,1,26,4126,317911
JacksonDatabind-66,JacksonDatabind,66,PLAUSIBLE,all developer tests pass,same-files,22,0.3947510000000001,318,157,14,2,44,9221,760095
JacksonDatabind-67,JacksonDatabind,67,PLAUSIBLE,all developer tests pass,identical,10,0.1309706,210,65,3,2,20,1811,216063
JacksonDatabind-68,JacksonDatabind,68,PLAUSIBLE,all developer tests pass,same-files,40,0.7966372000000002,406,264,13,0,80,13389,1985921
JacksonDatabind-69,JacksonDatabind,69,PLAUSIBLE,all developer tests pass,same-files,46,0.8863584,626,522,11,6,92,17988,2132687
JacksonDatabind-70,JacksonDatabind,70,PLAUSIBLE,all developer tests pass,same-files,8,0.1363252,177,64,1,1,16,1990,183696
JacksonDatabind-71,JacksonDatabind,71,PLAUSIBLE,all developer tests pass,identical,12,0.1374678,195,67,1,1,24,1846,254604
JacksonDatabind-72,JacksonDatabind,72,PLAUSIBLE,all developer tests pass,same-files,12,0.12401739999999999,165,62,4,1,20,2119,203947
JacksonDatabind-73,JacksonDatabind,73,PLAUSIBLE,all developer tests pass,same-files,19,0.3073396,282,148,14,4,38,9155,515183
JacksonDatabind-74,JacksonDatabind,74,PLAUSIBLE,all developer tests pass,same-files,13,0.1890794,172,85,8,0,26,3314,326142
JacksonDatabind-75,JacksonDatabind,75,PLAUSIBLE,all developer tests pass,identical,22,0.30508380000000007,309,129,7,5,44,6723,615394
JacksonDatabind-76,JacksonDatabind,76,PLAUSIBLE,all developer tests pass,same-files,22,0.5449874000000001,333,195,17,1,42,10555,950892
JacksonDatabind-77,JacksonDatabind,77,PLAUSIBLE,all developer tests pass,same-files,17,0.2061876,243,99,38,1,34,5397,374933
JacksonDatabind-78,JacksonDatabind,78,PLAUSIBLE,all developer tests pass,same-files,22,0.2688698,288,131,38,0,44,7044,522204
JacksonDatabind-79,JacksonDatabind,79,PLAUSIBLE,all developer tests pass,different,17,0.25311520000000004,247,106,2,1,34,5809,436671
JacksonDatabind-80,JacksonDatabind,80,PLAUSIBLE,all developer tests pass,same-files,13,0.1671658,265,80,6,2,20,3256,240424
JacksonDatabind-81,JacksonDatabind,81,PLAUSIBLE,all developer tests pass,same-files,23,0.31174500000000005,319,137,32,7,46,7539,633870
JacksonDatabind-82,JacksonDatabind,82,PLAUSIBLE,all developer tests pass,identical,23,0.27066999999999997,361,232,1,1,46,4370,589120
JacksonDatabind-83,JacksonDatabind,83,PLAUSIBLE,all developer tests pass,same-files,14,0.17987560000000002,205,86,1,7,28,3294,326893
JacksonDatabind-84,JacksonDatabind,84,PLAUSIBLE,all developer tests pass,same-files,21,0.5559732,353,202,17,0,42,14263,970491
JacksonDatabind-85,JacksonDatabind,85,PLAUSIBLE,all developer tests pass,same-files,26,0.3578028000000001,289,139,23,10,52,8729,725509
JacksonDatabind-86,JacksonDatabind,86,PLAUSIBLE,all developer tests pass,same-files,19,0.5149634,316,172,5,0,36,11787,844112
JacksonDatabind-87,JacksonDatabind,87,PLAUSIBLE,all developer tests pass,same-files,17,0.279603,255,118,13,9,34,6648,500300
JacksonDatabind-88,JacksonDatabind,88,PLAUSIBLE,all developer tests pass,same-files,11,0.13724060000000002,157,77,4,0,22,2509,223833
JacksonDatabind-90,JacksonDatabind,90,PLAUSIBLE,all developer tests pass,different,14,0.18576179999999998,232,77,1,1,28,2830,339099
JacksonDatabind-91,JacksonDatabind,91,PLAUSIBLE,all developer tests pass,same-files,31,0.4695220000000001,366,211,9,1,62,11254,1024025
JacksonDatabind-92,JacksonDatabind,92,PLAUSIBLE,all developer tests pass,same-files,10,0.1102708,197,60,2,0,20,1557,193424
JacksonDatabind-93,JacksonDatabind,93,PLAUSIBLE,all developer tests pass,same-files,8,0.11688019999999999,198,70,1,1,16,1832,167976
JacksonDatabind-94,JacksonDatabind,94,PLAUSIBLE,all developer tests pass,identical,11,0.136547,204,76,7,6,22,3037,222525
JacksonDatabind-95,JacksonDatabind,95,PLAUSIBLE,all developer tests pass,different,8,0.1368104,246,80,4,1,16,2577,182102
JacksonDatabind-96,JacksonDatabind,96,PLAUSIBLE,all developer tests pass,same-files,17,0.283029,330,123,1,2,34,5085,494140
JacksonDatabind-97,JacksonDatabind,97,PLAUSIBLE,all developer tests pass,identical,9,0.1058808,280,78,1,1,16,1693,154449
JacksonDatabind-98,JacksonDatabind,98,PLAUSIBLE,all developer tests pass,same-files,12,0.18729140000000002,205,101,23,1,24,3377,299772
JacksonDatabind-99,JacksonDatabind,99,PLAUSIBLE,all developer tests pass,identical,9,0.1313306,250,87,1,0,18,3277,176188
JacksonDatabind-100,JacksonDatabind,100,PLAUSIBLE,all developer tests pass,same-files,36,0.3563476,849,657,3,0,72,7102,914048
JacksonDatabind-101,JacksonDatabind,101,PLAUSIBLE,all developer tests pass,same-files,16,0.24950020000000003,332,137,0,1,32,6816,392061
JacksonDatabind-102,JacksonDatabind,102,PLAUSIBLE,all developer tests pass,identical,12,0.14646560000000003,317,127,0,5,20,2203,227293
JacksonDatabind-103,JacksonDatabind,103,PLAUSIBLE,all developer tests pass,different,18,0.24580160000000004,438,244,5,1,36,3854,502603
JacksonDatabind-104,JacksonDatabind,104,PLAUSIBLE,all developer tests pass,same-files,18,0.41139839999999994,476,211,30,18,36,9519,712027
JacksonDatabind-105,JacksonDatabind,105,PLAUSIBLE,all developer tests pass,different,15,0.16828860000000004,356,96,3,0,30,2746,330133
JacksonDatabind-106,JacksonDatabind,106,PLAUSIBLE,all developer tests pass,same-files,48,0.6874823999999999,1301,985,6,0,96,10480,1923757
JacksonDatabind-107,JacksonDatabind,107,PLAUSIBLE,all developer tests pass,same-files,21,0.3242308,257,143,6,3,42,6994,628429
JacksonDatabind-108,JacksonDatabind,108,PLAUSIBLE,all developer tests pass,same-files,16,0.20283719999999994,308,110,9,0,32,3495,400476
JacksonDatabind-109,JacksonDatabind,109,PLAUSIBLE,all developer tests pass,different,20,0.22170519999999996,457,252,30,0,40,4993,460016
JacksonDatabind-110,JacksonDatabind,110,PLAUSIBLE,all developer tests pass,same-files,13,0.20643220000000007,220,119,11,4,26,4865,335766
JacksonDatabind-111,JacksonDatabind,111,PLAUSIBLE,all developer tests pass,same-files,21,0.2740066,330,136,19,13,42,5680,577048
JacksonDatabind-112,JacksonDatabind,112,PLAUSIBLE,all developer tests pass,same-files,20,0.3610418,345,134,9,4,40,5843,723799
JacksonXml-1,JacksonXml,1,PLAUSIBLE,all developer tests pass,identical,31,0.8762450000000002,363,256,10,5,60,20295,1773745
JacksonXml-2,JacksonXml,2,PLAUSIBLE,all developer tests pass,same-files,15,0.2588686,159,98,22,0,30,6247,414168
JacksonXml-3,JacksonXml,3,PLAUSIBLE,all developer tests pass,same-files,15,0.26202400000000003,142,70,1,1,30,4636,415845
JacksonXml-4,JacksonXml,4,PLAUSIBLE,all developer tests pass,identical,7,0.1092842,86,29,5,1,14,1276,141636
JacksonXml-5,JacksonXml,5,PLAUSIBLE,all developer tests pass,identical,8,0.123055,106,36,1,1,16,1988,164260
JacksonXml-6,JacksonXml,6,PLAUSIBLE,all developer tests pass,same-files,35,0.698967,482,412,20,9,70,9526,1778710
Jsoup-1,Jsoup,1,PLAUSIBLE,all developer tests pass,same-files,10,0.13695939999999998,120,79,4,3,20,3625,194032
Jsoup-2,Jsoup,2,PLAUSIBLE,all developer tests pass,same-files,28,0.4058904000000001,271,245,5,1,56,7844,919947
Jsoup-3,Jsoup,3,PLAUSIBLE,all developer tests pass,same-files,43,1.2818936,546,526,43,7,86,44213,2467033
Jsoup-4,Jsoup,4,PLAUSIBLE,all developer tests pass,same-files,12,0.3106466,97,63,5,3,24,4111,480188
Jsoup-5,Jsoup,5,PLAUSIBLE,all developer tests pass,identical,10,0.13580759999999997,61,38,2,2,20,2337,214643
Jsoup-6,Jsoup,6,PLAUSIBLE,all developer tests pass,same-files,7,0.10975379999999998,58,34,3,3,14,2177,140729
Jsoup-7,Jsoup,7,PLAUSIBLE,all developer tests pass,same-files,42,0.8372883999999999,286,265,24,1,84,20765,1981467
Jsoup-8,Jsoup,8,PLAUSIBLE,all developer tests pass,same-files,7,0.08200739999999998,52,25,5,1,14,1258,122652
Jsoup-9,Jsoup,9,PLAUSIBLE,all developer tests pass,same-files,14,0.30622340000000003,79,54,2,2,28,3355,546987
Jsoup-10,Jsoup,10,PLAUSIBLE,all developer tests pass,identical,8,0.0944334,55,34,2,0,16,1476,146782
Jsoup-11,Jsoup,11,PLAUSIBLE,all developer tests pass,same-files,16,0.3657481999999999,149,132,17,1,32,10946,562201
Jsoup-12,Jsoup,12,PLAUSIBLE,all developer tests pass,identical,19,0.275492,119,101,20,3,38,7268,492690
Jsoup-13,Jsoup,13,PLAUSIBLE,all developer tests pass,identical,10,0.16235660000000002,50,32,5,0,20,2269,253898
Jsoup-14,Jsoup,14,PLAUSIBLE,all developer tests pass,different,41,0.7455652000000002,269,249,16,2,82,19908,1650941
Jsoup-15,Jsoup,15,PLAUSIBLE,all developer tests pass,identical,32,0.44094300000000003,152,136,1,1,64,9728,1003950
Jsoup-16,Jsoup,16,PLAUSIBLE,all developer tests pass,identical,10,0.1146548,51,32,4,2,18,2055,178924
Jsoup-17,Jsoup,17,PLAUSIBLE,all developer tests pass,identical,22,0.23271500000000006,96,77,1,1,44,5257,502835
Jsoup-18,Jsoup,18,PLAUSIBLE,all developer tests pass,same-files,9,0.12576940000000003,54,31,2,1,18,1546,200407
Jsoup-19,Jsoup,19,PLAUSIBLE,all developer tests pass,identical,9,0.1215442,57,39,2,0,18,2456,177521
Jsoup-20,Jsoup,20,PLAUSIBLE,all developer tests pass,same-files,10,0.12819360000000002,53,35,2,0,20,2009,206318
Jsoup-21,Jsoup,21,PLAUSIBLE,all developer tests pass,different,68,3.0918474000000007,1448,1428,13,10,136,109780,6747642
Jsoup-22,Jsoup,22,PLAUSIBLE,all developer tests pass,different,21,0.24539020000000003,88,67,24,2,42,3931,544886
Jsoup-23,Jsoup,23,PLAUSIBLE,all developer tests pass,identical,14,0.29057560000000004,73,54,19,1,28,2685,541848
Jsoup-24,Jsoup,24,PLAUSIBLE,all developer tests pass,identical,17,0.25516400000000006,117,98,1,2,34,7711,407960
Jsoup-25,Jsoup,25,PLAUSIBLE,all developer tests pass,identical,6,0.07744340000000001,43,19,1,1,12,1067,103412
Jsoup-26,Jsoup,26,PLAUSIBLE,all developer tests pass,same-files,14,0.21404540000000002,72,52,2,1,28,3580,373022
Jsoup-27,Jsoup,27,PLAUSIBLE,all developer tests pass,same-files,14,0.1731828,70,48,10,3,28,3140,326774
Jsoup-28,Jsoup,28,PLAUSIBLE,all developer tests pass,different,23,0.4154616,167,148,7,12,46,10410,799348
Jsoup-29,Jsoup,29,PLAUSIBLE,all developer tests pass,identical,8,0.0847538,49,32,2,1,16,1320,139619
Jsoup-30,Jsoup,30,PLAUSIBLE,all developer tests pass,same-files,8,0.0968302,48,34,2,0,16,1427,148981
Jsoup-31,Jsoup,31,PLAUSIBLE,all developer tests pass,different,16,0.1880652,87,61,6,2,32,4107,352311
Jsoup-32,Jsoup,32,PLAUSIBLE,all developer tests pass,identical,6,0.07553100000000001,42,20,1,1,12,1177,101450
Jsoup-33,Jsoup,33,PLAUSIBLE,all developer tests pass,different,26,0.35741039999999996,149,129,15,9,52,8553,741182
Jsoup-34,Jsoup,34,PLAUSIBLE,all developer tests pass,identical,7,0.09907460000000001,52,31,1,1,14,1704,135643
Jsoup-35,Jsoup,35,PLAUSIBLE,all developer tests pass,same-files,18,0.2313168,89,68,1,1,36,4530,439364
Jsoup-36,Jsoup,36,PLAUSIBLE,all developer tests pass,same-files,18,0.36757399999999996,155,130,18,5,36,10859,593475
Jsoup-37,Jsoup,37,PLAUSIBLE,all developer tests pass,identical,10,0.12091439999999999,59,34,1,1,20,1885,199262
Jsoup-38,Jsoup,38,PLAUSIBLE,all developer tests pass,identical,11,0.11950039999999999,58,35,3,0,22,2047,212242
Jsoup-39,Jsoup,39,PLAUSIBLE,all developer tests pass,identical,7,0.09426880000000001,57,33,1,0,14,1500,129204
Jsoup-40,Jsoup,40,PLAUSIBLE,all developer tests pass,same-files,6,0.0871116,44,18,1,1,12,939,114098
Jsoup-41,Jsoup,41,PLAUSIBLE,all developer tests pass,identical,10,0.1161514,57,32,1,1,20,1889,197957
Jsoup-42,Jsoup,42,PLAUSIBLE,all developer tests pass,same-files,11,0.12278199999999999,56,28,2,1,14,2156,148980
Jsoup-43,Jsoup,43,PLAUSIBLE,all developer tests pass,identical,9,0.11913159999999999,55,28,1,1,18,1599,190408
Jsoup-44,Jsoup,44,PLAUSIBLE,all developer tests pass,same-files,38,0.7463012,326,294,6,2,76,24087,1461051
Jsoup-45,Jsoup,45,PLAUSIBLE,all developer tests pass,same-files,7,0.08607160000000001,59,31,1,1,14,1482,122593
Jsoup-46,Jsoup,46,PLAUSIBLE,all developer tests pass,same-files,12,0.14103079999999998,65,40,3,1,24,2371,254469
Jsoup-47,Jsoup,47,PLAUSIBLE,all developer tests pass,identical,8,0.097942,54,30,1,1,16,1777,146100
Jsoup-48,Jsoup,48,PLAUSIBLE,all developer tests pass,same-files,9,0.0939014,46,27,1,1,18,1327,164492
Jsoup-49,Jsoup,49,PLAUSIBLE,all developer tests pass,same-files,8,0.1536932,86,64,1,1,16,5292,160031
Jsoup-50,Jsoup,50,PLAUSIBLE,all developer tests pass,same-files,13,0.2522222,142,118,32,3,26,9466,330076
Jsoup-51,Jsoup,51,PLAUSIBLE,all developer tests pass,same-files,12,0.13716699999999998,59,37,1,1,24,2054,251925
Jsoup-52,Jsoup,52,PLAUSIBLE,all developer tests pass,different,35,0.6541709999999998,211,189,22,18,70,15354,1443725
Jsoup-53,Jsoup,53,PLAUSIBLE,all developer tests pass,same-files,11,0.13432819999999998,68,45,14,6,22,3122,218391
Jsoup-54,Jsoup,54,PLAUSIBLE,all developer tests pass,same-files,8,0.099935,56,32,1,0,14,1828,134745
Jsoup-55,Jsoup,55,PLAUSIBLE,all developer tests pass,identical,8,0.08531180000000001,56,30,1,0,16,1223,141079
Jsoup-56,Jsoup,56,PLAUSIBLE,all developer tests pass,same-files,22,0.3272074,137,109,27,0,44,8140,648902
Jsoup-57,Jsoup,57,PLAUSIBLE,all developer tests pass,identical,5,0.0672262,48,19,1,1,10,952,82446
Jsoup-58,Jsoup,58,PLAUSIBLE,all developer tests pass,identical,41,0.7476537999999999,272,244,19,2,82,18870,1709569
Jsoup-59,Jsoup,59,PLAUSIBLE,all developer tests pass,identical,5,0.0914442,50,23,2,0,10,1335,96616
Jsoup-60,Jsoup,60,PLAUSIBLE,all developer tests pass,same-files,15,0.3540482000000001,154,128,7,0,30,10445,526281
Jsoup-61,Jsoup,61,PLAUSIBLE,all developer tests pass,identical,10,0.11660460000000002,54,30,1,1,20,1675,201473
Jsoup-62,Jsoup,62,PLAUSIBLE,all developer tests pass,same-files,21,0.33092900000000003,114,91,1,1,42,6541,648175
Jsoup-63,Jsoup,63,PLAUSIBLE,all developer tests pass,same-files,57,1.1804128,433,409,7,5,114,32005,2843349
Jsoup-64,Jsoup,64,PLAUSIBLE,all developer tests pass,identical,13,0.174474,90,59,1,1,26,3638,288185
Jsoup-65,Jsoup,65,PLAUSIBLE,all developer tests pass,same-files,57,1.7988972,728,702,111,5,114,61202,3728731
Jsoup-66,Jsoup,66,PLAUSIBLE,all developer tests pass,same-files,31,0.38699220000000006,160,136,2,1,62,9632,849986
Jsoup-67,Jsoup,67,PLAUSIBLE,all developer tests pass,same-files,73,1.3762001999999993,671,625,64,3,146,30894,3823546
Jsoup-68,Jsoup,68,PLAUSIBLE,all developer tests pass,identical,11,0.2082824,79,62,1,4,22,4787,295587
Jsoup-69,Jsoup,69,PLAUSIBLE,all developer tests pass,identical,10,0.11903540000000001,69,49,6,0,20,2248,193687
Jsoup-70,Jsoup,70,PLAUSIBLE,all developer tests pass,same-files,7,0.0894144,51,28,6,5,14,1417,125552
Jsoup-71,Jsoup,71,PLAUSIBLE,all developer tests pass,same-files,31,0.5749908,295,276,52,1,62,11046,1346584
Jsoup-72,Jsoup,72,PLAUSIBLE,all developer tests pass,same-files,10,0.1339972,60,37,2,1,20,2250,218101
Jsoup-73,Jsoup,73,PLAUSIBLE,all developer tests pass,same-files,11,0.1528652,70,47,18,2,22,3472,237321
Jsoup-74,Jsoup,74,PLAUSIBLE,all developer tests pass,same-files,12,0.1418672,61,42,4,1,24,2837,248816
Jsoup-75,Jsoup,75,PLAUSIBLE,all developer tests pass,identical,9,0.1012184,46,29,1,2,18,1668,167022
Jsoup-76,Jsoup,76,PLAUSIBLE,all developer tests pass,different,15,0.1700042,83,60,8,3,30,4139,298921
Jsoup-77,Jsoup,77,PLAUSIBLE,all developer tests pass,same-files,8,0.09797719999999999,51,26,1,1,16,1486,149076
Jsoup-78,Jsoup,78,PLAUSIBLE,all developer tests pass,identical,12,0.1689744,76,51,5,0,24,3142,281382
Jsoup-79,Jsoup,79,PLAUSIBLE,all developer tests pass,same-files,10,0.1152356,58,32,2,1,20,1758,193563
Jsoup-80,Jsoup,80,PLAUSIBLE,all developer tests pass,same-files,22,0.29798880000000005,131,104,6,1,44,7587,570829
Jsoup-81,Jsoup,81,PLAUSIBLE,all developer tests pass,identical,11,0.12741200000000003,67,43,6,0,22,2500,218090
Jsoup-82,Jsoup,82,PLAUSIBLE,all developer tests pass,same-files,14,0.17389939999999998,71,48,5,1,28,2845,327487
Jsoup-83,Jsoup,83,PLAUSIBLE,all developer tests pass,same-files,22,0.42710619999999994,203,177,15,4,44,15107,707591
Jsoup-84,Jsoup,84,PLAUSIBLE,all developer tests pass,same-files,13,0.1867318,94,71,6,1,26,4843,296379
Jsoup-85,Jsoup,85,PLAUSIBLE,all developer tests pass,same-files,9,0.10510280000000001,61,34,1,1,14,2057,136179
Jsoup-86,Jsoup,86,PLAUSIBLE,all developer tests pass,identical,5,0.0766802,50,22,1,1,10,1040,87231
Jsoup-87,Jsoup,87,PLAUSIBLE,all developer tests pass,same-files,69,1.2865615999999997,347,324,64,54,138,25152,3638703
Jsoup-88,Jsoup,88,PLAUSIBLE,all developer tests pass,identical,8,0.0970272,55,25,1,1,14,1214,137926
Jsoup-89,Jsoup,89,PLAUSIBLE,all developer tests pass,same-files,5,0.0769328,47,19,4,2,10,907,89169
Jsoup-90,Jsoup,90,PLAUSIBLE,all developer tests pass,same-files,5,0.06923080000000001,45,20,3,0,10,979,83669
Jsoup-91,Jsoup,91,PLAUSIBLE,all developer tests pass,different,60,1.0759455999999998,339,312,19,2,114,25180,2772378
Jsoup-92,Jsoup,92,PLAUSIBLE,all developer tests pass,same-files,38,0.6564193999999999,212,184,43,2,76,14373,1630232
Jsoup-93,Jsoup,93,PLAUSIBLE,all developer tests pass,same-files,8,0.103606,52,24,1,0,14,1400,138390
JxPath-1,JxPath,1,PLAUSIBLE,all developer tests pass,same-files,62,1.1519057999999998,335,297,4,2,124,22713,3172389
JxPath-2,JxPath,2,PLAUSIBLE,all developer tests pass,same-files,24,0.2852136,107,88,7,0,48,6093,623953
JxPath-3,JxPath,3,PLAUSIBLE,all developer tests pass,different,16,0.1878044,103,84,5,0,32,4177,342007
JxPath-4,JxPath,4,PLAUSIBLE,all developer tests pass,same-files,23,0.7153136,246,220,106,19,44,19565,1180603
JxPath-5,JxPath,5,PLAUSIBLE,all developer tests pass,same-files,18,0.3031326,278,253,7,3,36,8492,506543
JxPath-6,JxPath,6,PLAUSIBLE,all developer tests pass,different,22,0.36738059999999995,140,110,12,2,44,8126,693713
JxPath-7,JxPath,7,PLAUSIBLE,all developer tests pass,same-files,36,0.4988768,223,197,101,16,60,13565,1015609
JxPath-8,JxPath,8,PLAUSIBLE,all developer tests pass,same-files,12,0.1460062,75,46,3,0,22,2989,233366
JxPath-9,JxPath,9,PLAUSIBLE,all developer tests pass,different,45,0.8469714000000002,321,297,51,27,90,21761,1916747
JxPath-10,JxPath,10,PLAUSIBLE,all developer tests pass,identical,28,0.3801874,116,98,1,1,54,6682,861422
JxPath-11,JxPath,11,PLAUSIBLE,all developer tests pass,same-files,44,0.9299460000000002,448,426,7,3,88,23127,2149230
JxPath-12,JxPath,12,PLAUSIBLE,all developer tests pass,same-files,18,0.31706900000000005,117,96,4,0,36,6990,554500
JxPath-13,JxPath,13,PLAUSIBLE,all developer tests pass,different,10,0.11875720000000001,59,36,3,0,20,1926,199431
JxPath-14,JxPath,14,PLAUSIBLE,all developer tests pass,same-files,5,0.067097,44,21,3,0,10,883,82160
JxPath-15,JxPath,15,PLAUSIBLE,all developer tests pass,same-files,10,0.12228159999999999,59,36,5,1,20,2151,201963
JxPath-16,JxPath,16,PLAUSIBLE,all developer tests pass,identical,42,0.8796216000000001,709,680,2,3,84,24944,1883978
JxPath-17,JxPath,17,PLAUSIBLE,all developer tests pass,same-files,12,0.18410020000000005,95,66,5,1,22,5149,259151
JxPath-18,JxPath,18,PLAUSIBLE,all developer tests pass,same-files,11,0.1419092,68,43,12,2,22,2786,233446
JxPath-19,JxPath,19,PLAUSIBLE,all developer tests pass,same-files,19,0.237545,104,80,9,5,38,4551,480525
JxPath-20,JxPath,20,PLAUSIBLE,all developer tests pass,same-files,29,0.43832620000000005,162,138,15,2,58,10224,917601
JxPath-21,JxPath,21,PLAUSIBLE,all developer tests pass,same-files,41,0.7248274,224,198,1,1,80,12907,1827242
JxPath-22,JxPath,22,PLAUSIBLE,all developer tests pass,same-files,22,0.36077320000000007,140,114,2,1,44,8468,687966
Lang-1,Lang,1,PLAUSIBLE,all developer tests pass,same-files,17,0.2894492,209,145,19,3,34,9503,435166
Lang-3,Lang,3,PLAUSIBLE,all developer tests pass,same-files,17,0.2698876,197,136,9,0,34,8757,436858
Lang-4,Lang,4,PLAUSIBLE,all developer tests pass,identical,8,0.092891,120,58,4,4,14,1590,127350
Lang-5,Lang,5,PLAUSIBLE,all developer tests pass,same-files,7,0.09080759999999999,78,20,21,0,12,1712,109403
Lang-6,Lang,6,PLAUSIBLE,all developer tests pass,different,11,0.1389758,128,68,3,3,22,3103,225164
Lang-7,Lang,7,PLAUSIBLE,all developer tests pass,same-files,11,0.1442882,130,71,5,1,22,2172,245791
Lang-8,Lang,8,PLAUSIBLE,all developer tests pass,same-files,8,0.116531,151,60,4,3,16,1882,166030
Lang-9,Lang,9,PLAUSIBLE,all developer tests pass,same-files,15,0.2792238000000001,216,129,3,0,30,8219,413019
Lang-10,Lang,10,PLAUSIBLE,all developer tests pass,identical,24,0.45571539999999994,283,191,0,9,48,11329,900932
Lang-11,Lang,11,PLAUSIBLE,all developer tests pass,same-files,8,0.10040500000000001,106,54,4,0,16,1781,147550
Lang-12,Lang,12,PLAUSIBLE,all developer tests pass,same-files,9,0.11875740000000001,126,72,11,6,18,2096,184272
Lang-13,Lang,13,PLAUSIBLE,all developer tests pass,same-files,6,0.07839079999999998,141,49,4,0,12,1237,104609
Lang-14,Lang,14,PLAUSIBLE,all developer tests pass,same-files,9,0.1035758,96,45,3,0,18,1578,171649
Lang-15,Lang,15,PLAUSIBLE,all developer tests pass,same-files,21,0.9340964,516,478,9,1,42,40613,1055947
Lang-16,Lang,16,PLAUSIBLE,all developer tests pass,same-files,7,0.0866192,74,36,3,2,14,1222,126201
Lang-17,Lang,17,PLAUSIBLE,all developer tests pass,same-files,8,0.1304964,101,66,5,11,14,4025,132307
Lang-19,Lang,19,PLAUSIBLE,all developer tests pass,same-files,6,0.1432692,108,66,11,4,12,4925,121226
Lang-20,Lang,20,PLAUSIBLE,all developer tests pass,same-files,12,0.1554446,104,52,2,2,24,2490,276558
Lang-21,Lang,21,PLAUSIBLE,all developer tests pass,same-files,6,0.07414660000000002,67,29,1,0,12,994,102173
Lang-22,Lang,22,PLAUSIBLE,all developer tests pass,same-files,13,0.180392,104,65,1,1,26,4078,291875
Lang-23,Lang,23,PLAUSIBLE,all developer tests pass,same-files,19,0.2141324,248,205,27,0,38,5521,415542
Lang-24,Lang,24,PLAUSIBLE,all developer tests pass,identical,6,0.0760456,68,30,1,1,12,937,103608
Lang-26,Lang,26,PLAUSIBLE,all developer tests pass,same-files,10,0.12335580000000002,87,44,2,2,20,2142,205994
Lang-27,Lang,27,PLAUSIBLE,all developer tests pass,same-files,10,0.19471480000000002,98,56,4,1,20,3371,215049
Lang-28,Lang,28,PLAUSIBLE,all developer tests pass,same-files,5,0.10167259999999999,52,14,5,1,10,850,71758
Lang-29,Lang,29,PLAUSIBLE,all developer tests pass,identical,15,0.1580436,132,84,1,1,30,2825,310383
Lang-30,Lang,30,PLAUSIBLE,all developer tests pass,same-files,21,0.5616942,243,191,41,3,42,16736,945941
Lang-31,Lang,31,PLAUSIBLE,all developer tests pass,same-files,5,0.096357,79,32,12,1,10,1845,93900
Lang-32,Lang,32,PLAUSIBLE,all developer tests pass,same-files,11,0.19501220000000002,98,58,16,9,22,2710,312931
Lang-33,Lang,33,PLAUSIBLE,all developer tests pass,identical,6,0.07342560000000001,67,32,1,1,12,886,101868
Lang-34,Lang,34,PLAUSIBLE,all developer tests pass,same-files,15,0.18712319999999996,110,64,2,3,30,2793,376771
Lang-35,Lang,35,PLAUSIBLE,all developer tests pass,same-files,9,0.11954279999999999,91,48,2,2,18,2296,179049
Lang-36,Lang,36,PLAUSIBLE,all developer tests pass,same-files,14,0.2068494,115,78,6,1,28,4602,355267
Lang-37,Lang,37,PLAUSIBLE,all developer tests pass,same-files,9,0.0960424,71,37,9,0,18,1692,157922
Lang-38,Lang,38,PLAUSIBLE,all developer tests pass,same-files,23,0.327354,185,142,3,0,46,9558,600610
Lang-39,Lang,39,PLAUSIBLE,all developer tests pass,identical,7,0.1040708,87,42,3,0,14,1769,134254
Lang-40,Lang,40,PLAUSIBLE,all developer tests pass,identical,8,0.11363779999999998,102,53,8,1,16,3291,145439
Lang-41,Lang,41,PLAUSIBLE,all developer tests pass,same-files,16,0.2095902,122,82,21,2,32,3999,397491
Lang-42,Lang,42,PLAUSIBLE,all developer tests pass,same-files,9,0.1011724,98,43,11,1,18,1781,165862
Lang-43,Lang,43,PLAUSIBLE,all developer tests pass,same-files,9,0.23767899999999997,214,127,1,1,18,9706,214905
Lang-44,Lang,44,PLAUSIBLE,all developer tests pass,same-files,9,0.0999812,90,43,1,1,18,1883,164371
Lang-45,Lang,45,PLAUSIBLE,all developer tests pass,same-files,7,0.11973560000000001,98,54,5,2,14,3702,131038
Lang-46,Lang,46,PLAUSIBLE,all developer tests pass,same-files,16,0.18555760000000002,116,77,11,9,32,3957,352033
Lang-47,Lang,47,PLAUSIBLE,all developer tests pass,identical,7,0.0919098,68,31,6,0,14,1332,131754
Lang-49,Lang,49,PLAUSIBLE,all developer tests pass,identical,13,0.15894400000000003,89,53,3,0,26,3591,274885
Lang-50,Lang,50,PLAUSIBLE,all developer tests pass,same-files,11,0.15557820000000003,92,54,14,20,22,2960,250376
Lang-51,Lang,51,PLAUSIBLE,all developer tests pass,same-files,6,0.08477860000000001,66,30,2,1,12,1207,108553
Lang-52,Lang,52,PLAUSIBLE,all developer tests pass,identical,9,0.09429440000000003,66,33,4,0,18,1465,159587
Lang-53,Lang,53,PLAUSIBLE,all developer tests pass,identical,11,0.26930680000000007,165,129,2,2,22,10567,274184
Lang-54,Lang,54,PLAUSIBLE,all developer tests pass,same-files,5,0.08793080000000002,68,32,3,0,10,2336,84254
